sent,tags,parse
"Many major Hong Kong watch companies buying their stodgier Swiss counterparts , and so forth . ""","Many/JJ major/JJ Hong/NNP Kong/NNP watch/NN companies/NNS buying/VBG their/PRP$ stodgier/JJ Swiss/JJ counterparts/NNS ,/, and/CC so/RB forth/RB ./. ''/''","amod(companies-6, Many-1) amod(companies-6, major-2) compound(companies-6, Hong-3) compound(companies-6, Kong-4) compound(companies-6, watch-5) nsubj(buying-7, companies-6) root(ROOT-0, buying-7) nmod:poss(counterparts-11, their-8) amod(counterparts-11, stodgier-9) amod(counterparts-11, Swiss-10) dobj(buying-7, counterparts-11) cc(buying-7, and-13) advmod(forth-15, so-14) advmod(buying-7, forth-15)  "
"As a result , they tend to eat cheaply , buying mostly rice and bean porridge and steamed bread in order to save money for precious paper and books .","As/IN a/DT result/NN ,/, they/PRP tend/VBP to/TO eat/VB cheaply/RB ,/, buying/VBG mostly/RB rice/NN and/CC bean/NN porridge/NN and/CC steamed/NN bread/NN in/IN order/NN to/TO save/VB money/NN for/IN precious/JJ paper/NN and/CC books/NNS ./.","case(result-3, As-1) det(result-3, a-2) nmod:as(tend-6, result-3) nsubj(tend-6, they-5) nsubj(eat-8, they-5) root(ROOT-0, tend-6) mark(eat-8, to-7) xcomp(tend-6, eat-8) advmod(eat-8, cheaply-9) xcomp(eat-8, buying-11) advmod(buying-11, mostly-12) compound(porridge-16, rice-13) cc(rice-13, and-14) conj:and(rice-13, bean-15) compound(porridge-16, bean-15) dobj(buying-11, porridge-16) cc(porridge-16, and-17) compound(bread-19, steamed-18) dobj(buying-11, bread-19) conj:and(porridge-16, bread-19) mark(save-23, in-20) mwe(in-20, order-21) mark(save-23, to-22) advcl(tend-6, save-23) dobj(save-23, money-24) case(paper-27, for-25) amod(paper-27, precious-26) nmod:for(save-23, paper-27) cc(paper-27, and-28) nmod:for(save-23, books-29) conj:and(paper-27, books-29)  "
"The buying of grossly undervalued companies has indeed resulted in windfall profits for South African investors , as the purchase of Barclays South Africa to form the First National Bank of South Africa illustrates.","The/DT buying/NN of/IN grossly/RB undervalued/VBN companies/NNS has/VBZ indeed/RB resulted/VBN in/IN windfall/NN profits/NNS for/IN South/NNP African/JJ investors/NNS ,/, as/IN the/DT purchase/NN of/IN Barclays/NNP South/NNP Africa/NNP to/TO form/VB the/DT First/NNP National/NNP Bank/NNP of/IN South/NNP Africa/NNP illustrates/VBZ ./.","det(buying-2, The-1) nsubj(resulted-9, buying-2) case(companies-6, of-3) advmod(undervalued-5, grossly-4) amod(companies-6, undervalued-5) nmod:of(buying-2, companies-6) aux(resulted-9, has-7) advmod(resulted-9, indeed-8) root(ROOT-0, resulted-9) case(profits-12, in-10) compound(profits-12, windfall-11) nmod:in(resulted-9, profits-12) case(investors-16, for-13) amod(African-15, South-14) amod(investors-16, African-15) nmod:for(profits-12, investors-16) mark(illustrates-34, as-18) det(purchase-20, the-19) nsubj(illustrates-34, purchase-20) case(Africa-24, of-21) compound(Africa-24, Barclays-22) compound(Africa-24, South-23) nmod:of(purchase-20, Africa-24) mark(form-26, to-25) acl(purchase-20, form-26) det(Bank-30, the-27) compound(Bank-30, First-28) compound(Bank-30, National-29) dobj(form-26, Bank-30) case(Africa-33, of-31) compound(Africa-33, South-32) nmod:of(Bank-30, Africa-33) advcl(resulted-9, illustrates-34)  "
"3 On the negative side , however , an appreciable part of domestic savings has to be invested in buying such companies and their existing plant , savings which otherwise might be available for investing in new plant and the renewal of worn-out machinery.","3/LS On/IN the/DT negative/JJ side/NN ,/, however/RB ,/, an/DT appreciable/JJ part/NN of/IN domestic/JJ savings/NNS has/VBZ to/TO be/VB invested/VBN in/IN buying/VBG such/JJ companies/NNS and/CC their/PRP$ existing/VBG plant/NN ,/, savings/NNS which/WDT otherwise/RB might/MD be/VB available/JJ for/IN investing/VBG in/IN new/JJ plant/NN and/CC the/DT renewal/NN of/IN worn-out/JJ machinery/NN ./.","dep(has-15, 3-1) case(side-5, On-2) det(side-5, the-3) amod(side-5, negative-4) nmod:on(has-15, side-5) advmod(has-15, however-7) det(part-11, an-9) amod(part-11, appreciable-10) nsubj(has-15, part-11) nsubjpass(invested-18, part-11) case(savings-14, of-12) amod(savings-14, domestic-13) nmod:of(part-11, savings-14) root(ROOT-0, has-15) mark(invested-18, to-16) auxpass(invested-18, be-17) xcomp(has-15, invested-18) mark(buying-20, in-19) advcl(invested-18, buying-20) amod(companies-22, such-21) dobj(buying-20, companies-22) cc(companies-22, and-23) nmod:poss(plant-26, their-24) amod(plant-26, existing-25) dobj(buying-20, plant-26) conj:and(companies-22, plant-26) dobj(buying-20, savings-28) conj:and(companies-22, savings-28) nsubj(available-33, savings-28) ref(savings-28, which-29) advmod(available-33, otherwise-30) aux(available-33, might-31) cop(available-33, be-32) acl:relcl(savings-28, available-33) mark(investing-35, for-34) advcl(available-33, investing-35) case(plant-38, in-36) amod(plant-38, new-37) nmod:in(investing-35, plant-38) cc(companies-22, and-39) det(renewal-41, the-40) dobj(buying-20, renewal-41) conj:and(companies-22, renewal-41) case(machinery-44, of-42) amod(machinery-44, worn-out-43) nmod:of(renewal-41, machinery-44)  "
"Vote buying had been charged , suggesting that some , at least , were acculturating to Chicago 's own notorious election practices.","Vote/NN buying/NN had/VBD been/VBN charged/VBN ,/, suggesting/VBG that/IN some/DT ,/, at/IN least/JJS ,/, were/VBD acculturating/VBG to/TO Chicago/NNP 's/POS own/JJ notorious/JJ election/NN practices/NNS ./.","compound(buying-2, Vote-1) nsubjpass(charged-5, buying-2) aux(charged-5, had-3) auxpass(charged-5, been-4) root(ROOT-0, charged-5) xcomp(charged-5, suggesting-7) mark(acculturating-15, that-8) nsubj(acculturating-15, some-9) case(least-12, at-11) advmod(some-9, least-12) aux(acculturating-15, were-14) ccomp(suggesting-7, acculturating-15) case(practices-22, to-16) nmod:poss(practices-22, Chicago-17) case(Chicago-17, 's-18) amod(practices-22, own-19) amod(practices-22, notorious-20) compound(practices-22, election-21) nmod:to(acculturating-15, practices-22)  "
"The clear preference is to replace the classical operation of buying and selling certain products with others that seek to maximize the division of labor and transfer of technology , in both senses ( Shearman , n.d . )","The/DT clear/JJ preference/NN is/VBZ to/TO replace/VB the/DT classical/JJ operation/NN of/IN buying/VBG and/CC selling/VBG certain/JJ products/NNS with/IN others/NNS that/WDT seek/VBP to/TO maximize/VB the/DT division/NN of/IN labor/NN and/CC transfer/NN of/IN technology/NN ,/, in/IN both/DT senses/NNS -LRB-/-LRB- Shearman/NNP ,/, n.d/NNP ./. -RRB-/-RRB-","det(preference-3, The-1) amod(preference-3, clear-2) nsubj(is-4, preference-3) nsubj(replace-6, preference-3) root(ROOT-0, is-4) mark(replace-6, to-5) xcomp(is-4, replace-6) det(operation-9, the-7) amod(operation-9, classical-8) dobj(replace-6, operation-9) mark(buying-11, of-10) acl(operation-9, buying-11) cc(buying-11, and-12) acl(operation-9, selling-13) conj:and(buying-11, selling-13) amod(products-15, certain-14) dobj(buying-11, products-15) case(others-17, with-16) nmod:with(products-15, others-17) nsubj(seek-19, others-17) nsubj(maximize-21, others-17) ref(others-17, that-18) acl:relcl(others-17, seek-19) mark(maximize-21, to-20) xcomp(seek-19, maximize-21) det(division-23, the-22) dobj(maximize-21, division-23) case(labor-25, of-24) nmod:of(division-23, labor-25) cc(labor-25, and-26) nmod:of(division-23, transfer-27) conj:and(labor-25, transfer-27) case(technology-29, of-28) nmod:of(division-23, technology-29) case(senses-33, in-31) det(senses-33, both-32) nmod:in(maximize-21, senses-33) appos(others-17, Shearman-35) dep(Shearman-35, n.d-37)  "
"Other uses range from the purchase of expensive cars , elaborate electronic security systems , and fast boats to the more mundane buying of household goods and airplane tickets .","Other/JJ uses/NNS range/VBP from/IN the/DT purchase/NN of/IN expensive/JJ cars/NNS ,/, elaborate/JJ electronic/JJ security/NN systems/NNS ,/, and/CC fast/JJ boats/NNS to/TO the/DT more/RBR mundane/JJ buying/NN of/IN household/NN goods/NNS and/CC airplane/NN tickets/NNS ./.","amod(uses-2, Other-1) nsubj(range-3, uses-2) root(ROOT-0, range-3) case(purchase-6, from-4) det(purchase-6, the-5) nmod:from(range-3, purchase-6) case(cars-9, of-7) amod(cars-9, expensive-8) nmod:of(purchase-6, cars-9) amod(systems-14, elaborate-11) amod(systems-14, electronic-12) compound(systems-14, security-13) nmod:of(purchase-6, systems-14) conj:and(cars-9, systems-14) cc(cars-9, and-16) amod(boats-18, fast-17) nmod:of(purchase-6, boats-18) conj:and(cars-9, boats-18) case(buying-23, to-19) det(buying-23, the-20) advmod(mundane-22, more-21) amod(buying-23, mundane-22) nmod:to(range-3, buying-23) case(goods-26, of-24) compound(goods-26, household-25) nmod:of(buying-23, goods-26) cc(goods-26, and-27) compound(tickets-29, airplane-28) nmod:of(buying-23, tickets-29) conj:and(goods-26, tickets-29)  "
Even this activity is largely caused by people buying gifts for close friends and relatives and is ultimately part of the preparation for the main celebration in the private home .,Even/RB this/DT activity/NN is/VBZ largely/RB caused/VBN by/IN people/NNS buying/VBG gifts/NNS for/IN close/JJ friends/NNS and/CC relatives/NNS and/CC is/VBZ ultimately/RB part/NN of/IN the/DT preparation/NN for/IN the/DT main/JJ celebration/NN in/IN the/DT private/JJ home/NN ./.,"advmod(activity-3, Even-1) det(activity-3, this-2) nsubjpass(caused-6, activity-3) auxpass(caused-6, is-4) advmod(caused-6, largely-5) root(ROOT-0, caused-6) case(people-8, by-7) nmod:by(caused-6, people-8) acl(people-8, buying-9) dobj(buying-9, gifts-10) case(friends-13, for-11) amod(friends-13, close-12) nmod:for(gifts-10, friends-13) cc(friends-13, and-14) nmod:for(gifts-10, relatives-15) conj:and(friends-13, relatives-15) cc(caused-6, and-16) cop(part-19, is-17) advmod(part-19, ultimately-18) conj:and(caused-6, part-19) case(preparation-22, of-20) det(preparation-22, the-21) nmod:of(part-19, preparation-22) case(celebration-26, for-23) det(celebration-26, the-24) amod(celebration-26, main-25) nmod:for(preparation-22, celebration-26) case(home-30, in-27) det(home-30, the-28) amod(home-30, private-29) nmod:in(celebration-26, home-30)  "
"Nonetheless , the majority of Latin Americans continue to live in rural areas far removed from major cities and do much of their buying and selling in small towns or cities .","Nonetheless/RB ,/, the/DT majority/NN of/IN Latin/NNP Americans/NNPS continue/VBP to/TO live/VB in/IN rural/JJ areas/NNS far/RB removed/VBN from/IN major/JJ cities/NNS and/CC do/VB much/RB of/IN their/PRP$ buying/NN and/CC selling/NN in/IN small/JJ towns/NNS or/CC cities/NNS ./.","advmod(continue-8, Nonetheless-1) det(majority-4, the-3) nsubj(continue-8, majority-4) nsubj(live-10, majority-4) nsubj(do-20, majority-4) case(Americans-7, of-5) compound(Americans-7, Latin-6) nmod:of(majority-4, Americans-7) root(ROOT-0, continue-8) mark(live-10, to-9) xcomp(continue-8, live-10) case(areas-13, in-11) amod(areas-13, rural-12) nmod:in(live-10, areas-13) advmod(removed-15, far-14) amod(areas-13, removed-15) case(cities-18, from-16) amod(cities-18, major-17) nmod:from(live-10, cities-18) cc(live-10, and-19) xcomp(continue-8, do-20) conj:and(live-10, do-20) dobj(do-20, much-21) case(buying-24, of-22) nmod:poss(buying-24, their-23) nmod:of(much-21, buying-24) cc(buying-24, and-25) nmod:of(much-21, selling-26) conj:and(buying-24, selling-26) case(towns-29, in-27) amod(towns-29, small-28) nmod:in(do-20, towns-29) cc(towns-29, or-30) nmod:in(do-20, cities-31) conj:or(towns-29, cities-31)  "
<p> Buying Time and Deferring Criticism <p> Elected officials might find exchange rate manipulation attractive because it defers criticism while buying time for more fundamental actions .,<p>/NNP Buying/NNP Time/NNP and/CC Deferring/NNP Criticism/NNP <p>/VBP Elected/JJ officials/NNS might/MD find/VB exchange/NN rate/NN manipulation/NN attractive/JJ because/IN it/PRP defers/VBZ criticism/NN while/IN buying/VBG time/NN for/IN more/RBR fundamental/JJ actions/NNS ./.,"compound(Time-3, <p>-1) compound(Time-3, Buying-2) nsubj(<p>-7, Time-3) cc(Time-3, and-4) compound(Criticism-6, Deferring-5) conj:and(Time-3, Criticism-6) nsubj(<p>-7, Criticism-6) root(ROOT-0, <p>-7) amod(officials-9, Elected-8) nsubj(find-11, officials-9) aux(find-11, might-10) ccomp(<p>-7, find-11) compound(manipulation-14, exchange-12) compound(manipulation-14, rate-13) nsubj(defers-18, manipulation-14) dep(defers-18, attractive-15) mark(defers-18, because-16) nsubj(defers-18, it-17) xcomp(find-11, defers-18) dobj(defers-18, criticism-19) mark(buying-21, while-20) advcl(defers-18, buying-21) dobj(buying-21, time-22) case(actions-26, for-23) advmod(fundamental-25, more-24) amod(actions-26, fundamental-25) nmod:for(buying-21, actions-26)  "
"New indicators on the ease of voter registration , voting fraud or vote buying , the influences on government decisions by big businesses , large landowners , trade unions , and political parties , and the role of the general population in selecting candidates would further diversify our political rights indicators .","New/NNP indicators/NNS on/IN the/DT ease/NN of/IN voter/NN registration/NN ,/, voting/NN fraud/NN or/CC vote/NN buying/NN ,/, the/DT influences/NNS on/IN government/NN decisions/NNS by/IN big/JJ businesses/NNS ,/, large/JJ landowners/NNS ,/, trade/NN unions/NNS ,/, and/CC political/JJ parties/NNS ,/, and/CC the/DT role/NN of/IN the/DT general/JJ population/NN in/IN selecting/VBG candidates/NNS would/MD further/RBR diversify/VB our/PRP$ political/JJ rights/NNS indicators/NNS ./.","compound(indicators-2, New-1) nsubj(diversify-47, indicators-2) case(ease-5, on-3) det(ease-5, the-4) nmod:on(indicators-2, ease-5) case(registration-8, of-6) compound(registration-8, voter-7) nmod:of(ease-5, registration-8) compound(fraud-11, voting-10) nmod:of(ease-5, fraud-11) conj:and(registration-8, fraud-11) cc(fraud-11, or-12) compound(buying-14, vote-13) conj:and(registration-8, buying-14) conj:or(fraud-11, buying-14) det(influences-17, the-16) nmod:of(ease-5, influences-17) conj:and(registration-8, influences-17) case(decisions-20, on-18) compound(decisions-20, government-19) nmod:on(influences-17, decisions-20) case(businesses-23, by-21) amod(businesses-23, big-22) nmod:by(decisions-20, businesses-23) amod(landowners-26, large-25) nmod:by(decisions-20, landowners-26) conj:and(businesses-23, landowners-26) compound(unions-29, trade-28) nmod:by(decisions-20, unions-29) conj:and(businesses-23, unions-29) cc(businesses-23, and-31) amod(parties-33, political-32) nmod:by(decisions-20, parties-33) conj:and(businesses-23, parties-33) cc(registration-8, and-35) det(role-37, the-36) nmod:of(ease-5, role-37) conj:and(registration-8, role-37) case(population-41, of-38) det(population-41, the-39) amod(population-41, general-40) nmod:of(role-37, population-41) mark(selecting-43, in-42) acl(population-41, selecting-43) dobj(selecting-43, candidates-44) aux(diversify-47, would-45) advmod(diversify-47, further-46) root(ROOT-0, diversify-47) nmod:poss(indicators-51, our-48) amod(indicators-51, political-49) compound(indicators-51, rights-50) dobj(diversify-47, indicators-51)  "
"A pipeline 's weighted average ( "" rolled-in "" ) cost of buying gas is passed through to the LDC .",A/DT pipeline/NN 's/POS weighted/JJ average/NN -LRB-/-LRB- ''/JJ rolled-in/NN ''/'' -RRB-/-RRB- cost/NN of/IN buying/NN gas/NN is/VBZ passed/VBN through/IN to/TO the/DT LDC/NNP ./.,"det(pipeline-2, A-1) nmod:poss(cost-11, pipeline-2) case(pipeline-2, 's-3) amod(cost-11, weighted-4) compound(cost-11, average-5) amod(rolled-in-8, ''-7) dep(cost-11, rolled-in-8) nsubjpass(passed-16, cost-11) case(gas-14, of-12) compound(gas-14, buying-13) nmod:of(cost-11, gas-14) auxpass(passed-16, is-15) root(ROOT-0, passed-16) case(LDC-20, through-17) case(LDC-20, to-18) det(LDC-20, the-19) nmod:to(passed-16, LDC-20)  "
